schid stuid meanses homework white public ratio math sex
46417 80 -0.2795652 2 1 0 28 50 2
46417 91 -0.2795652 1 1 0 28 40 1
46417 92 -0.2795652 1 1 0 28 44 2
46417 94 -0.2795652 2 1 0 28 67 1
46417 95 -0.2795652 1 1 0 28 55 1
46417 98 -0.2795652 4 1 0 28 61 2
47583 1 0.079 2 1 0 25 69 1
47583 8 0.079 1 1 0 25 37 2
47583 10 0.079 4 1 0 25 58 1
47583 15 0.079 5 1 0 25 65 2
47583 21 0.079 2 1 0 25 44 2
47583 22 0.079 4 1 0 25 49 2
47583 24 0.079 2 1 0 25 49 2
47583 28 0.079 2 1 0 25 49 2
47583 41 0.079 2 1 0 25 40 1
47583 42 0.079 1 1 0 25 38 1
47583 66 0.079 2 1 0 25 45 2
47583 68 0.079 2 1 0 25 49 1
47583 74 0.079 4 1 0 25 64 1
47583 76 0.079 2 1 0 25 53 1
47583 78 0.079 1 1 0 25 39 1
47583 88 0.079 2 0 0 25 68 1
47583 89 0.079 1 1 0 25 44 2
47583 92 0.079 3 1 0 25 43 1
47583 95 0.079 7 1 0 25 60 1
47583 98 0.079 6 1 0 25 58 1
54344 0 0.1784211 1 0 0 14 44 1
54344 4 0.1784211 5 0 0 14 58 1
54344 10 0.1784211 2 0 0 14 38 1
54344 15 0.1784211 2 0 0 14 41 2
54344 21 0.1784211 1 0 0 14 43 1
54344 30 0.1784211 1 0 0 14 41 2
54344 33 0.1784211 2 0 0 14 36 2
54344 41 0.1784211 2 0 0 14 51 1
54344 47 0.1784211 1 0 0 14 48 2
54344 49 0.1784211 1 0 0 14 35 2
54344 50 0.1784211 2 0 0 14 36 2
54344 54 0.1784211 3 0 0 14 41 1
54344 58 0.1784211 1 0 0 14 41 2
54344 60 0.1784211 0 0 0 14 30 2
54344 76 0.1784211 1 0 0 14 44 1
54344 80 0.1784211 2 0 0 14 39 2
54344 83 0.1784211 1 0 0 14 35 2
54344 85 0.1784211 2 0 0 14 38 1
54344 90 0.1784211 1 0 0 14 39 1
62821 0 1.044627 4 1 0 10 62 1
62821 1 1.044627 5 1 0 10 68 2
62821 3 1.044627 5 1 0 10 56 1
62821 4 1.044627 5 1 0 10 68 2
62821 6 1.044627 2 1 0 10 61 2
62821 7 1.044627 2 1 0 10 61 2
62821 9 1.044627 3 1 0 10 62 2
62821 11 1.044627 1 1 0 10 60 2
62821 12 1.044627 2 1 0 10 68 2
62821 13 1.044627 0 1 0 10 63 1
62821 14 1.044627 5 1 0 10 71 1
62821 16 1.044627 1 1 0 10 61 1
62821 17 1.044627 2 1 0 10 60 1
62821 18 1.044627 5 0 0 10 69 2
62821 19 1.044627 6 0 0 10 70 2
62821 20 1.044627 1 1 0 10 66 1
62821 22 1.044627 2 1 0 10 63 1
62821 25 1.044627 1 1 0 10 63 2
62821 26 1.044627 2 1 0 10 67 2
62821 27 1.044627 5 1 0 10 62 2
62821 28 1.044627 4 1 0 10 51 2
62821 29 1.044627 4 1 0 10 64 1
62821 30 1.044627 1 1 0 10 57 2
62821 31 1.044627 4 1 0 10 67 1
62821 32 1.044627 1 1 0 10 57 1
62821 34 1.044627 4 1 0 10 69 2
62821 35 1.044627 1 1 0 10 54 1
62821 39 1.044627 5 1 0 10 69 2
62821 40 1.044627 5 1 0 10 63 2
62821 41 1.044627 1 1 0 10 43 2
62821 42 1.044627 5 1 0 10 60 2
62821 43 1.044627 4 1 0 10 71 1
62821 44 1.044627 0 1 0 10 63 1
62821 46 1.044627 2 1 0 10 56 1
62821 47 1.044627 5 1 0 10 65 2
62821 48 1.044627 4 1 0 10 69 1
62821 49 1.044627 2 1 0 10 61 2
62821 54 1.044627 5 1 0 10 70 2
62821 56 1.044627 1 1 0 10 56 1
62821 57 1.044627 3 1 0 10 61 1
62821 60 1.044627 4 1 0 10 60 1
62821 61 1.044627 3 1 0 10 65 2
62821 63 1.044627 4 1 0 10 64 1
62821 64 1.044627 7 1 0 10 65 1
62821 65 1.044627 5 1 0 10 70 1
62821 66 1.044627 1 0 0 10 67 1
62821 68 1.044627 1 1 0 10 63 2
62821 69 1.044627 3 1 0 10 63 1
62821 70 1.044627 4 1 0 10 64 1
62821 71 1.044627 3 0 0 10 56 1
62821 72 1.044627 3 1 0 10 63 2
62821 73 1.044627 1 1 0 10 67 2
62821 75 1.044627 4 0 0 10 54 1
62821 76 1.044627 5 1 0 10 55 1
62821 77 1.044627 3 1 0 10 67 1
62821 78 1.044627 1 0 0 10 58 2
62821 80 1.044627 5 1 0 10 57 1
62821 81 1.044627 4 0 0 10 63 1
62821 82 1.044627 6 1 0 10 67 2
62821 83 1.044627 3 1 0 10 70 2
62821 86 1.044627 5 1 0 10 69 1
62821 91 1.044627 5 1 0 10 68 2
62821 92 1.044627 5 1 0 10 52 1
62821 94 1.044627 5 1 0 10 63 1
62821 95 1.044627 2 1 0 10 55 2
62821 96 1.044627 5 1 0 10 69 1
62821 99 1.044627 4 1 0 10 68 1
68448 1 -0.1709524 3 0 1 14 69 1
68448 6 -0.1709524 1 0 1 14 46 1
68448 16 -0.1709524 2 0 1 14 46 2
68448 18 -0.1709524 1 1 1 14 44 1
68448 19 -0.1709524 4 1 1 14 65 2
68448 20 -0.1709524 1 1 1 14 52 1
68448 21 -0.1709524 1 1 1 14 40 1
68448 26 -0.1709524 2 0 1 14 54 2
68448 36 -0.1709524 3 1 1 14 58 1
68448 38 -0.1709524 2 1 1 14 53 2
68448 43 -0.1709524 3 1 1 14 62 2
68448 49 -0.1709524 1 0 1 14 40 1
68448 50 -0.1709524 2 0 1 14 34 2
68448 51 -0.1709524 1 0 1 14 41 2
68448 53 -0.1709524 2 0 1 14 46 1
68448 63 -0.1709524 1 1 1 14 41 1
68448 68 -0.1709524 2 0 1 14 60 1
68448 79 -0.1709524 3 0 1 14 50 2
68448 81 -0.1709524 1 0 1 14 35 2
68448 89 -0.1709524 5 1 1 14 65 2
68448 96 -0.1709524 3 0 1 14 42 2
68493 0 -0.4628572 1 1 1 22 48 2
68493 7 -0.4628572 1 0 1 22 45 1
68493 8 -0.4628572 2 1 1 22 48 1
68493 14 -0.4628572 4 0 1 22 62 2
68493 17 -0.4628572 0 0 1 22 43 1
68493 20 -0.4628572 1 1 1 22 56 2
68493 29 -0.4628572 2 1 1 22 40 2
68493 36 -0.4628572 1 0 1 22 37 1
68493 39 -0.4628572 1 0 1 22 34 2
68493 47 -0.4628572 1 0 1 22 38 1
68493 50 -0.4628572 1 1 1 22 40 1
68493 53 -0.4628572 2 1 1 22 37 2
68493 59 -0.4628572 1 1 1 22 56 1
68493 61 -0.4628572 1 0 1 22 41 2
68493 66 -0.4628572 3 1 1 22 71 1
68493 68 -0.4628572 0 1 1 22 48 2
68493 74 -0.4628572 1 1 1 22 42 1
68493 82 -0.4628572 1 0 1 22 41 2
68493 88 -0.4628572 2 1 1 22 60 1
68493 89 -0.4628572 1 0 1 22 42 2
68493 92 -0.4628572 1 1 1 22 44 2
72080 3 -0.2811111 3 1 1 18 56 2
72080 7 -0.2811111 2 1 1 18 47 2
72080 10 -0.2811111 4 1 1 18 58 1
72080 11 -0.2811111 1 1 1 18 56 2
72080 19 -0.2811111 1 0 1 18 35 1
72080 22 -0.2811111 1 0 1 18 34 1
72080 25 -0.2811111 1 1 1 18 35 2
72080 32 -0.2811111 2 1 1 18 53 2
72080 36 -0.2811111 1 1 1 18 67 2
72080 38 -0.2811111 0 0 1 18 42 2
72080 42 -0.2811111 4 1 1 18 63 2
72080 43 -0.2811111 1 1 1 18 40 2
72080 46 -0.2811111 2 1 1 18 60 2
72080 49 -0.2811111 3 1 1 18 68 2
72080 51 -0.2811111 3 0 1 18 57 2
72080 53 -0.2811111 1 0 1 18 54 1
72080 56 -0.2811111 1 1 1 18 53 1
72080 57 -0.2811111 1 1 1 18 54 2
72080 59 -0.2811111 1 0 1 18 42 1
72080 64 -0.2811111 1 1 1 18 52 1
72080 68 -0.2811111 1 1 1 18 58 2
72080 74 -0.2811111 0 0 1 18 42 1
72080 83 -0.2811111 2 0 1 18 64 1
72080 85 -0.2811111 1 0 1 18 41 1
72080 88 -0.2811111 2 1 1 18 42 1
72080 89 -0.2811111 1 0 1 18 53 1
72080 91 -0.2811111 3 1 1 18 60 1
72292 2 -0.5045 5 1 1 17 68 2
72292 17 -0.5045 3 1 1 17 50 1
72292 44 -0.5045 1 1 1 17 43 2
72292 49 -0.5045 2 1 1 17 44 2
72292 52 -0.5045 0 1 1 17 37 1
72292 53 -0.5045 4 1 1 17 67 1
72292 56 -0.5045 1 1 1 17 37 1
72292 63 -0.5045 2 1 1 17 43 2
72292 67 -0.5045 0 1 1 17 36 2
72292 68 -0.5045 0 1 1 17 37 1
72292 71 -0.5045 2 1 1 17 62 1
72292 76 -0.5045 3 1 1 17 64 2
72292 77 -0.5045 3 1 1 17 64 1
72292 82 -0.5045 1 1 1 17 37 1
72292 85 -0.5045 0 1 1 17 46 2
72292 89 -0.5045 2 1 1 17 43 1
72292 92 -0.5045 0 1 1 17 45 1
72292 97 -0.5045 1 1 1 17 47 1
72292 98 -0.5045 1 1 1 17 34 1
72292 99 -0.5045 1 1 1 17 53 2
72991 15 0.0807143 0 1 1 13 30 1
72991 22 0.0807143 0 1 1 13 40 2
72991 24 0.0807143 2 1 1 13 65 2
72991 31 0.0807143 5 1 1 13 71 1
72991 33 0.0807143 1 1 1 13 63 1
72991 38 0.0807143 1 1 1 13 41 2
72991 41 0.0807143 4 1 1 13 69 2
72991 45 0.0807143 1 1 1 13 43 2
72991 62 0.0807143 1 1 1 13 55 2
72991 63 0.0807143 5 0 1 13 63 2
72991 70 0.0807143 4 1 1 13 67 2
72991 77 0.0807143 1 1 1 13 53 2
72991 87 0.0807143 1 1 1 13 56 1
72991 96 0.0807143 2 1 1 13 53 2
